matchid,homeawaystatus,teamid,teamname,local_count,local_mins,local_starters,local_sub,local_bench,foreign_count,foreign_mins,foreign_starters,foreign_sub,foreign_bench,local_forward_mins,local_midfield_mins,local_defender_mins,local_goalkeeper_mins,foreign_forward_mins,foreign_midfield_mins,foreign_defender_mins,foreign_goalkeeper_mins,shots,fouls,corners,redCards,yellowCards,offsides,dribbles,goals,xgPerShot,avgDistance,xg,progressiveRuns,touchesInBox,foulsSuffered,shotsOnTarget,shotsBlocked,shotsOutsideBox,shotsOutsideBoxOnTarget,shotsOnPost,shotsWide,shotsFromBox,shotsFromBoxOnTarget,freeKicks,shotsFromDangerZone,totalThrowIns,leftThrowIns,rightThrowIns,possessionPercent,purePossessionTime,possessionNumber,avgPossessionDuration,reachingOpponentHalf,reachingOpponentBox,possession1-15,possession16-30,possession31-45,possession46-60,possession61-75,possession76-90,possession91-105,possession106-120,minutesOfPossession1-15,minutesOfPossession16-30,minutesOfPossession31-45,minutesOfPossession46-60,minutesOfPossession61-75,minutesOfPossession76-90,minutesOfPossession91-105,minutesOfPossession106-120,totalshots,withShots,positionalAttack,positionalWithShots,counterAttacks,freeKicksWithShot,cornersWithShot,tackles,interceptions,clearances,ppda,oppo_shots,oppo_fouls,oppo_corners,oppo_redCards,oppo_yellowCards,oppo_offsides,oppo_dribbles,oppo_goals,oppo_xgPerShot,oppo_avgDistance,oppo_xg,oppo_progressiveRuns,oppo_touchesInBox,oppo_foulsSuffered,oppo_shotsOnTarget,oppo_shotsBlocked,oppo_shotsOutsideBox,oppo_shotsOutsideBoxOnTarget,oppo_shotsOnPost,oppo_shotsWide,oppo_shotsFromBox,oppo_shotsFromBoxOnTarget,oppo_freeKicks,oppo_shotsFromDangerZone,oppo_totalThrowIns,oppo_leftThrowIns,oppo_rightThrowIns,oppo_possessionPercent,oppo_purePossessionTime,oppo_possessionNumber,oppo_avgPossessionDuration,oppo_reachingOpponentHalf,oppo_reachingOpponentBox,oppo_possession1-15,oppo_possession16-30,oppo_possession31-45,oppo_possession46-60,oppo_possession61-75,oppo_possession76-90,oppo_possession91-105,oppo_possession106-120,oppo_minutesOfPossession1-15,oppo_minutesOfPossession16-30,oppo_minutesOfPossession31-45,oppo_minutesOfPossession46-60,oppo_minutesOfPossession61-75,oppo_minutesOfPossession76-90,oppo_minutesOfPossession91-105,oppo_minutesOfPossession106-120,oppo_totalshots,oppo_withShots,oppo_positionalAttack,oppo_positionalWithShots,oppo_counterAttacks,oppo_freeKicksWithShot,oppo_cornersWithShot,oppo_tackles,oppo_interceptions,oppo_clearances,oppo_ppda,season
5433933,away,14868,Tampines Rovers,16,667,7,4,5,4,360,4,0,0,106,327,144,90,90,90,180,0,13,11,9,0,2,2,20,1,0.072,18.3,0.9417,8,17,14,4,3,5,1,0,6,8,3,1,4,27,9,18,45,20:55:00,111,0:11:00,53,14,62,56,52,37,33,32,0,0,5:01:00,3:58:00,3:40:00,3:18:00,2:30:00,2:26:00,0:00:00,0:00:00,38,13,23,8,3,0,2,6,46,15,8,13,11,9,0,2,2,20,1,0.072,18.3,0.9417,8,17,14,4,3,5,1,0,6,8,3,1,4,27,9,18,45,20:55:00,111,0:11:00,53,14,62,56,52,37,33,32,0,0,5:01:00,3:58:00,3:40:00,3:18:00,2:30:00,2:26:00,0:00:00,0:00:00,38,13,23,8,3,0,2,6,46,15,8,2023
5433934,home,14868,Tampines Rovers,16,671,7,4,5,4,360,4,0,0,101,341,139,90,90,90,180,0,13,12,4,0,3,2,12,4,0.184,16.4,2.395,15,24,10,7,4,4,2,0,2,9,5,2,6,20,10,10,49,"1 day, 2:07:00",106,0:14:00,59,16,63,53,54,45,39,33,0,0,5:59:00,5:47:00,5:36:00,2:52:00,3:11:00,2:39:00,0:00:00,0:00:00,37,12,29,10,1,1,1,1,38,12,13.9,13,12,4,0,3,2,12,4,0.184,16.4,2.395,15,24,10,7,4,4,2,0,2,9,5,2,6,20,10,10,49,"1 day, 2:07:00",106,0:14:00,59,16,63,53,54,45,39,33,0,0,5:59:00,5:47:00,5:36:00,2:52:00,3:11:00,2:39:00,0:00:00,0:00:00,37,12,29,10,1,1,1,1,38,12,13.9,2023
5433934,away,14869,Lion City Sailors,17,720,8,4,5,3,270,3,0,0,90,185,355,90,90,90,90,0,7,11,1,0,2,4,18,3,0.155,23.1,1.086,14,12,10,3,2,4,1,0,2,3,2,4,2,15,7,8,51,"1 day, 3:14:00",105,0:15:00,54,8,37,47,46,55,61,67,0,0,3:29:00,5:06:00,4:46:00,3:31:00,4:55:00,5:25:00,0:00:00,0:00:00,33,7,27,5,1,1,0,0,41,14,14.1,7,11,1,0,2,4,18,3,0.155,23.1,1.086,14,12,10,3,2,4,1,0,2,3,2,4,2,15,7,8,51,"1 day, 3:14:00",105,0:15:00,54,8,37,47,46,55,61,67,0,0,3:29:00,5:06:00,4:46:00,3:31:00,4:55:00,5:25:00,0:00:00,0:00:00,33,7,27,5,1,1,0,0,41,14,14.1,2023
5433935,home,14875,Hougang United,17,720,8,4,5,3,270,3,0,0,90,406,134,90,0,90,180,0,12,19,9,0,6,1,47,0,0.159,17.7,1.907,11,13,8,2,3,5,0,0,7,7,2,2,6,18,7,11,61,"1 day, 0:01:00",106,0:13:00,51,11,63,67,54,62,62,62,0,0,4:40:00,2:59:00,4:28:00,4:50:00,2:55:00,4:07:00,0:00:00,0:00:00,36,12,25,8,1,1,2,2,30,23,8.3,12,19,9,0,6,1,47,0,0.159,17.7,1.907,11,13,8,2,3,5,0,0,7,7,2,2,6,18,7,11,61,"1 day, 0:01:00",106,0:13:00,51,11,63,67,54,62,62,62,0,0,4:40:00,2:59:00,4:28:00,4:50:00,2:55:00,4:07:00,0:00:00,0:00:00,36,12,25,8,1,1,2,2,30,23,8.3,2023
5433935,away,19382,Brunei DPMM,0,0,0,0,0,20,1004,11,3,6,0,0,0,0,137,490,287,90,13,11,2,0,5,1,36,3,0.072,22.3,0.9348,12,11,18,8,2,11,7,0,3,2,1,9,1,18,9,9,39,15:27:00,103,0:09:00,54,9,37,33,46,38,38,38,0,0,2:46:00,1:26:00,3:51:00,3:00:00,1:49:00,2:32:00,0:00:00,0:00:00,40,12,27,7,5,3,0,5,50,18,6.8,13,11,2,0,5,1,36,3,0.072,22.3,0.9348,12,11,18,8,2,11,7,0,3,2,1,9,1,18,9,9,39,15:27:00,103,0:09:00,54,9,37,33,46,38,38,38,0,0,2:46:00,1:26:00,3:51:00,3:00:00,1:49:00,2:32:00,0:00:00,0:00:00,40,12,27,7,5,3,0,5,50,18,6.8,2023
5433936,home,14873,Tanjong Pagar Utd,17,691,8,5,4,3,271,3,0,0,95,103,403,90,91,90,90,0,19,9,9,1,2,1,29,2,0.103,19.1,1.951,17,21,13,6,2,10,3,0,11,9,3,7,6,14,6,8,58,21:21:00,110,0:11:00,59,17,48,74,83,50,54,38,0,0,2:55:00,3:54:00,6:32:00,2:20:00,2:53:00,2:45:00,0:00:00,0:00:00,52,17,35,8,1,5,3,0,40,18,6.3,19,9,9,1,2,1,29,2,0.103,19.1,1.951,17,21,13,6,2,10,3,0,11,9,3,7,6,14,6,8,58,21:21:00,110,0:11:00,59,17,48,74,83,50,54,38,0,0,2:55:00,3:54:00,6:32:00,2:20:00,2:53:00,2:45:00,0:00:00,0:00:00,52,17,35,8,1,5,3,0,40,18,6.3,2023
5433936,away,14867,Young Lions,17,657,8,5,4,3,270,3,0,0,92,193,282,90,0,90,90,0,8,15,4,1,4,2,22,1,0.059,25.4,0.4742,7,11,8,3,3,5,1,0,2,3,2,4,3,18,13,5,42,15:11:00,89,0:10:00,41,9,52,26,17,50,46,62,0,0,3:10:00,1:21:00,1:20:00,2:22:00,2:26:00,4:30:00,0:00:00,0:00:00,30,8,18,4,1,1,1,1,23,12,17.9,8,15,4,1,4,2,22,1,0.059,25.4,0.4742,7,11,8,3,3,5,1,0,2,3,2,4,3,18,13,5,42,15:11:00,89,0:10:00,41,9,52,26,17,50,46,62,0,0,3:10:00,1:21:00,1:20:00,2:22:00,2:26:00,4:30:00,0:00:00,0:00:00,30,8,18,4,1,1,1,1,23,12,17.9,2023
5433937,home,14866,Albirex Niigata,6,144,2,1,3,14,846,9,4,1,54,0,0,90,252,152,442,0,11,6,5,0,1,3,25,1,0.051,22.5,0.5572,7,12,16,5,3,7,5,0,3,4,0,3,0,24,7,17,41,19:02:00,121,0:09:00,56,10,58,28,35,29,52,49,0,0,3:34:00,2:14:00,3:16:00,2:13:00,3:47:00,3:56:00,0:00:00,0:00:00,32,11,23,8,1,2,1,4,40,10,10.4,11,6,5,0,1,3,25,1,0.051,22.5,0.5572,7,12,16,5,3,7,5,0,3,4,0,3,0,24,7,17,41,19:02:00,121,0:09:00,56,10,58,28,35,29,52,49,0,0,3:34:00,2:14:00,3:16:00,2:13:00,3:47:00,3:56:00,0:00:00,0:00:00,32,11,23,8,1,2,1,4,40,10,10.4,2023
5433937,away,14870,Geylang International,16,650,7,4,5,4,360,4,0,0,34,346,180,90,0,270,90,0,17,17,5,0,1,1,24,6,0.113,15.3,1.924,20,28,6,9,2,4,2,1,5,13,7,0,8,20,10,10,59,"1 day, 3:17:00",108,0:15:00,68,21,42,72,65,71,48,51,0,0,2:38:00,5:42:00,5:56:00,5:30:00,3:26:00,4:02:00,0:00:00,0:00:00,46,17,37,14,0,0,3,3,51,14,5.5,17,17,5,0,1,1,24,6,0.113,15.3,1.924,20,28,6,9,2,4,2,1,5,13,7,0,8,20,10,10,59,"1 day, 3:17:00",108,0:15:00,68,21,42,72,65,71,48,51,0,0,2:38:00,5:42:00,5:56:00,5:30:00,3:26:00,4:02:00,0:00:00,0:00:00,46,17,37,14,0,0,3,3,51,14,5.5,2023
5433938,home,14866,Albirex Niigata,6,148,2,1,3,14,842,9,4,1,58,0,0,90,258,165,419,0,9,3,4,0,0,4,12,1,0.097,17.2,0.8739,14,12,14,3,0,2,0,1,5,7,3,0,3,15,6,9,51,"1 day, 2:50:00",109,0:14:00,55,11,56,56,57,45,49,46,0,0,5:01:00,3:02:00,5:54:00,3:45:00,3:55:00,5:11:00,0:00:00,0:00:00,33,9,21,5,2,0,1,7,52,21,22.3,9,3,4,0,0,4,12,1,0.097,17.2,0.8739,14,12,14,3,0,2,0,1,5,7,3,0,3,15,6,9,51,"1 day, 2:50:00",109,0:14:00,55,11,56,56,57,45,49,46,0,0,5:01:00,3:02:00,5:54:00,3:45:00,3:55:00,5:11:00,0:00:00,0:00:00,33,9,21,5,2,0,1,7,52,21,22.3,2023
5433938,away,14871,Balestier Khalsa,16,619,7,5,4,4,354,4,0,0,96,124,309,90,90,264,0,0,22,15,9,0,2,0,24,6,0.208,14.3,4.571,12,38,2,8,7,5,0,0,7,17,8,0,14,16,10,6,49,"1 day, 1:28:00",100,0:15:00,76,29,44,44,43,55,51,54,0,0,3:56:00,2:23:00,4:24:00,4:36:00,4:03:00,6:04:00,0:00:00,0:00:00,58,22,40,12,2,0,3,3,38,9,8.8,22,15,9,0,2,0,24,6,0.208,14.3,4.571,12,38,2,8,7,5,0,0,7,17,8,0,14,16,10,6,49,"1 day, 1:28:00",100,0:15:00,76,29,44,44,43,55,51,54,0,0,3:56:00,2:23:00,4:24:00,4:36:00,4:03:00,6:04:00,0:00:00,0:00:00,58,22,40,12,2,0,3,3,38,9,8.8,2023
5433939,home,14873,Tanjong Pagar Utd,16,714,8,4,4,3,270,3,0,0,96,107,421,90,90,90,90,0,12,10,2,0,1,5,26,1,0.136,17.5,1.632,14,24,8,5,0,3,1,0,7,9,4,0,7,25,12,13,55,"1 day, 0:44:00",111,0:13:00,69,19,51,76,57,37,40,64,0,0,3:09:00,5:17:00,5:07:00,2:32:00,2:40:00,5:56:00,0:00:00,0:00:00,39,12,31,5,3,0,1,3,49,15,6.7,12,10,2,0,1,5,26,1,0.136,17.5,1.632,14,24,8,5,0,3,1,0,7,9,4,0,7,25,12,13,55,"1 day, 0:44:00",111,0:13:00,69,19,51,76,57,37,40,64,0,0,3:09:00,5:17:00,5:07:00,2:32:00,2:40:00,5:56:00,0:00:00,0:00:00,39,12,31,5,3,0,1,3,49,15,6.7,2023
5433939,away,14875,Hougang United,16,720,8,4,4,3,270,3,0,0,90,443,97,90,0,90,180,0,11,9,7,0,2,0,16,2,0.141,17.9,1.555,12,17,9,3,1,4,0,0,7,7,3,2,5,24,14,10,45,20:18:00,115,0:10:00,53,11,49,24,43,63,60,36,0,0,3:02:00,1:41:00,3:47:00,4:24:00,4:00:00,3:21:00,0:00:00,0:00:00,36,10,25,7,0,0,1,8,51,20,10.2,11,9,7,0,2,0,16,2,0.141,17.9,1.555,12,17,9,3,1,4,0,0,7,7,3,2,5,24,14,10,45,20:18:00,115,0:10:00,53,11,49,24,43,63,60,36,0,0,3:02:00,1:41:00,3:47:00,4:24:00,4:00:00,3:21:00,0:00:00,0:00:00,36,10,25,7,0,0,1,8,51,20,10.2,2023
5433940,home,14867,Young Lions,17,668,8,4,5,3,268,3,0,0,73,268,237,90,0,88,90,0,7,13,5,1,2,0,21,1,0.08,18.2,0.5623,8,16,12,3,1,3,1,0,3,4,2,5,3,16,8,8,35,17:12:00,98,0:10:00,40,12,41,31,29,28,30,46,0,0,3:25:00,2:14:00,2:35:00,2:05:00,2:30:00,4:20:00,0:00:00,0:00:00,30,6,12,1,4,1,3,1,45,22,19.3,7,13,5,1,2,0,21,1,0.08,18.2,0.5623,8,16,12,3,1,3,1,0,3,4,2,5,3,16,8,8,35,17:12:00,98,0:10:00,40,12,41,31,29,28,30,46,0,0,3:25:00,2:14:00,2:35:00,2:05:00,2:30:00,4:20:00,0:00:00,0:00:00,30,6,12,1,4,1,3,1,45,22,19.3,2023
5433940,away,14871,Balestier Khalsa,17,720,8,4,5,3,270,3,0,0,155,131,344,90,0,270,0,0,12,13,3,0,5,2,36,3,0.07,23.8,0.8403,11,19,13,5,3,9,4,0,4,3,1,4,0,24,12,12,65,"1 day, 8:36:00",100,0:19:00,70,17,59,69,71,72,70,54,0,0,4:58:00,4:59:00,6:23:00,5:17:00,5:47:00,5:09:00,0:00:00,0:00:00,58,10,43,8,3,2,0,7,31,14,6,12,13,3,0,5,2,36,3,0.07,23.8,0.8403,11,19,13,5,3,9,4,0,4,3,1,4,0,24,12,12,65,"1 day, 8:36:00",100,0:19:00,70,17,59,69,71,72,70,54,0,0,4:58:00,4:59:00,6:23:00,5:17:00,5:47:00,5:09:00,0:00:00,0:00:00,58,10,43,8,3,2,0,7,31,14,6,2023
5433941,home,14875,Hougang United,16,633,7,4,5,4,357,4,0,0,74,318,151,90,90,87,180,0,24,9,8,0,3,2,16,0,0.072,20.7,1.739,6,31,7,6,8,10,2,0,10,14,4,1,5,22,10,12,46,21:40:00,102,0:12:00,73,23,50,44,53,39,50,36,0,0,3:09:00,3:30:00,5:28:00,2:35:00,3:50:00,3:05:00,0:00:00,0:00:00,54,24,36,16,1,0,2,2,34,18,12.7,24,9,8,0,3,2,16,0,0.072,20.7,1.739,6,31,7,6,8,10,2,0,10,14,4,1,5,22,10,12,46,21:40:00,102,0:12:00,73,23,50,44,53,39,50,36,0,0,3:09:00,3:30:00,5:28:00,2:35:00,3:50:00,3:05:00,0:00:00,0:00:00,54,24,36,16,1,0,2,2,34,18,12.7,2023
5433941,away,14869,Lion City Sailors,16,706,8,3,5,4,284,3,1,0,111,180,325,90,104,90,90,0,16,7,4,0,2,0,19,5,0.133,15.4,2.127,19,32,9,6,4,3,1,1,5,13,5,3,10,14,5,9,54,"1 day, 1:54:00",96,0:16:00,54,21,50,56,47,61,50,64,0,0,3:10:00,4:26:00,4:50:00,4:05:00,3:53:00,5:27:00,0:00:00,0:00:00,43,15,28,7,3,2,1,3,45,14,14.4,16,7,4,0,2,0,19,5,0.133,15.4,2.127,19,32,9,6,4,3,1,1,5,13,5,3,10,14,5,9,54,"1 day, 1:54:00",96,0:16:00,54,21,50,56,47,61,50,64,0,0,3:10:00,4:26:00,4:50:00,4:05:00,3:53:00,5:27:00,0:00:00,0:00:00,43,15,28,7,3,2,1,3,45,14,14.4,2023
5433942,home,14873,Tanjong Pagar Utd,16,708,8,4,4,4,249,3,1,0,151,119,348,90,23,136,90,0,7,4,2,0,2,1,21,0,0.056,20,0.39,4,7,11,1,2,4,1,0,4,3,0,3,2,23,15,8,32,15:51:00,105,0:09:00,44,7,18,31,28,40,38,38,0,0,1:33:00,3:08:00,2:25:00,2:57:00,2:30:00,3:16:00,0:00:00,0:00:00,22,7,16,5,1,1,0,1,50,25,23.4,7,4,2,0,2,1,21,0,0.056,20,0.39,4,7,11,1,2,4,1,0,4,3,0,3,2,23,15,8,32,15:51:00,105,0:09:00,44,7,18,31,28,40,38,38,0,0,1:33:00,3:08:00,2:25:00,2:57:00,2:30:00,3:16:00,0:00:00,0:00:00,22,7,16,5,1,1,0,1,50,25,23.4,2023
5433942,away,14866,Albirex Niigata,6,136,2,0,4,14,866,9,5,0,46,0,0,90,225,278,363,0,20,11,11,0,0,1,17,2,0.092,19.6,1.841,8,24,4,11,3,12,6,0,6,8,5,0,7,22,7,15,68,"1 day, 9:43:00",103,0:19:00,70,16,82,69,72,60,62,62,0,0,6:54:00,6:50:00,6:11:00,4:26:00,4:04:00,5:15:00,0:00:00,0:00:00,57,20,45,17,0,0,2,0,18,9,6.6,20,11,11,0,0,1,17,2,0.092,19.6,1.841,8,24,4,11,3,12,6,0,6,8,5,0,7,22,7,15,68,"1 day, 9:43:00",103,0:19:00,70,16,82,69,72,60,62,62,0,0,6:54:00,6:50:00,6:11:00,4:26:00,4:04:00,5:15:00,0:00:00,0:00:00,57,20,45,17,0,0,2,0,18,9,6.6,2023
5433943,home,14867,Young Lions,17,780,9,4,4,3,210,2,1,0,30,480,180,90,0,90,90,0,12,16,8,0,1,2,21,2,0.192,13.4,2.299,12,21,10,4,2,2,0,1,5,10,4,2,9,23,7,16,54,22:43:00,109,0:12:00,71,16,55,36,52,64,63,51,0,0,3:57:00,2:32:00,2:59:00,5:26:00,4:13:00,3:34:00,0:00:00,0:00:00,44,12,28,7,0,0,2,5,33,16,8.7,12,16,8,0,1,2,21,2,0.192,13.4,2.299,12,21,10,4,2,2,0,1,5,10,4,2,9,23,7,16,54,22:43:00,109,0:12:00,71,16,55,36,52,64,63,51,0,0,3:57:00,2:32:00,2:59:00,5:26:00,4:13:00,3:34:00,0:00:00,0:00:00,44,12,28,7,0,0,2,5,33,16,8.7,2023
5433943,away,19382,Brunei DPMM,0,0,0,0,0,20,1002,11,5,4,0,0,0,0,139,529,244,90,14,11,5,0,0,0,19,2,0.15,17.8,2.098,8,14,16,5,4,7,1,0,5,7,4,4,6,19,8,11,46,19:45:00,113,0:10:00,50,12,45,64,48,36,37,49,0,0,3:16:00,4:34:00,2:47:00,3:05:00,2:30:00,3:29:00,0:00:00,0:00:00,39,12,27,6,3,3,1,1,39,39,9.9,14,11,5,0,0,0,19,2,0.15,17.8,2.098,8,14,16,5,4,7,1,0,5,7,4,4,6,19,8,11,46,19:45:00,113,0:10:00,50,12,45,64,48,36,37,49,0,0,3:16:00,4:34:00,2:47:00,3:05:00,2:30:00,3:29:00,0:00:00,0:00:00,39,12,27,6,3,3,1,1,39,39,9.9,2023
5433944,home,14870,Geylang International,16,630,7,3,6,4,360,4,0,0,120,188,232,90,0,270,90,0,14,11,2,0,4,3,37,3,0.207,19.4,2.893,14,23,8,5,5,4,1,1,3,10,4,2,8,13,7,6,41,19:16:00,99,0:11:00,54,20,50,40,34,46,47,30,0,0,4:28:00,2:39:00,2:16:00,3:14:00,3:43:00,2:55:00,0:00:00,0:00:00,35,13,22,6,7,1,0,5,40,21,12.5,14,11,2,0,4,3,37,3,0.207,19.4,2.893,14,23,8,5,5,4,1,1,3,10,4,2,8,13,7,6,41,19:16:00,99,0:11:00,54,20,50,40,34,46,47,30,0,0,4:28:00,2:39:00,2:16:00,3:14:00,3:43:00,2:55:00,0:00:00,0:00:00,35,13,22,6,7,1,0,5,40,21,12.5,2023
5433944,away,14871,Balestier Khalsa,17,720,8,3,6,3,270,3,0,0,138,155,337,90,0,270,0,0,13,12,4,0,1,1,36,0,0.06,21.8,0.7839,22,8,9,7,4,8,5,0,2,5,2,3,2,26,12,14,59,"1 day, 3:32:00",105,0:15:00,68,8,50,60,66,54,53,70,0,0,4:31:00,3:58:00,4:20:00,3:44:00,4:17:00,6:40:00,0:00:00,0:00:00,47,12,34,9,5,1,1,3,43,12,10.8,13,12,4,0,1,1,36,0,0.06,21.8,0.7839,22,8,9,7,4,8,5,0,2,5,2,3,2,26,12,14,59,"1 day, 3:32:00",105,0:15:00,68,8,50,60,66,54,53,70,0,0,4:31:00,3:58:00,4:20:00,3:44:00,4:17:00,6:40:00,0:00:00,0:00:00,47,12,34,9,5,1,1,3,43,12,10.8,2023
5433945,home,14866,Albirex Niigata,6,137,2,1,3,14,853,9,4,1,47,0,0,90,223,269,361,0,22,7,10,0,3,4,23,2,0.152,17.7,3.341,20,28,6,9,5,9,3,1,7,13,6,3,8,12,6,6,69,"1 day, 5:45:00",104,0:17:00,75,19,58,69,73,75,67,70,0,0,4:49:00,4:17:00,7:31:00,4:08:00,3:37:00,5:20:00,0:00:00,0:00:00,52,22,38,16,0,2,2,0,32,8,5.4,22,7,10,0,3,4,23,2,0.152,17.7,3.341,20,28,6,9,5,9,3,1,7,13,6,3,8,12,6,6,69,"1 day, 5:45:00",104,0:17:00,75,19,58,69,73,75,67,70,0,0,4:49:00,4:17:00,7:31:00,4:08:00,3:37:00,5:20:00,0:00:00,0:00:00,52,22,38,16,0,2,2,0,32,8,5.4,2023
5433945,away,19382,Brunei DPMM,0,0,0,0,0,20,990,11,5,4,0,0,0,0,139,621,140,90,8,6,2,0,1,2,12,0,0.105,19,0.8437,7,9,4,0,3,4,0,1,4,4,0,2,3,12,7,5,31,13:38:00,97,0:08:00,36,8,42,31,27,25,33,30,0,0,3:28:00,1:56:00,2:49:00,1:22:00,1:45:00,2:16:00,0:00:00,0:00:00,27,8,18,5,0,1,1,1,47,29,20.6,8,6,2,0,1,2,12,0,0.105,19,0.8437,7,9,4,0,3,4,0,1,4,4,0,2,3,12,7,5,31,13:38:00,97,0:08:00,36,8,42,31,27,25,33,30,0,0,3:28:00,1:56:00,2:49:00,1:22:00,1:45:00,2:16:00,0:00:00,0:00:00,27,8,18,5,0,1,1,1,47,29,20.6,2023
5433946,home,14867,Young Lions,17,720,8,4,5,3,270,3,0,0,72,362,196,90,0,90,90,0,6,11,2,0,0,1,11,1,0.177,21.5,1.062,8,7,11,2,3,3,0,0,1,3,2,4,2,18,8,10,29,16:17:00,98,0:09:00,38,6,29,18,30,23,38,35,0,0,3:14:00,1:38:00,3:21:00,1:57:00,2:50:00,3:15:00,0:00:00,0:00:00,24,5,15,5,3,0,0,2,49,24,16.4,6,11,2,0,0,1,11,1,0.177,21.5,1.062,8,7,11,2,3,3,0,0,1,3,2,4,2,18,8,10,29,16:17:00,98,0:09:00,38,6,29,18,30,23,38,35,0,0,3:14:00,1:38:00,3:21:00,1:57:00,2:50:00,3:15:00,0:00:00,0:00:00,24,5,15,5,3,0,0,2,49,24,16.4,2023
5433946,away,14869,Lion City Sailors,16,696,8,3,5,4,294,3,1,0,93,243,270,90,115,89,90,0,13,13,9,0,2,0,22,1,0.178,16.1,2.317,30,27,10,4,2,4,0,0,7,9,4,1,8,11,6,5,71,"1 day, 16:34:00",96,0:25:00,70,18,71,82,70,77,62,65,0,0,7:49:00,7:29:00,8:02:00,6:30:00,4:38:00,6:04:00,0:00:00,0:00:00,56,12,37,7,1,1,4,5,37,5,7.1,13,13,9,0,2,0,22,1,0.178,16.1,2.317,30,27,10,4,2,4,0,0,7,9,4,1,8,11,6,5,71,"1 day, 16:34:00",96,0:25:00,70,18,71,82,70,77,62,65,0,0,7:49:00,7:29:00,8:02:00,6:30:00,4:38:00,6:04:00,0:00:00,0:00:00,56,12,37,7,1,1,4,5,37,5,7.1,2023
5433947,home,14873,Tanjong Pagar Utd,16,743,8,5,3,4,260,3,0,1,128,120,405,90,80,90,90,0,11,11,7,0,1,1,32,2,0.144,15,1.583,15,23,9,4,1,2,0,0,6,9,4,4,8,26,14,12,52,"1 day, 0:45:00",126,0:11:00,82,20,57,56,48,51,49,53,0,0,3:35:00,4:51:00,4:40:00,3:25:00,3:10:00,5:00:00,0:00:00,0:00:00,59,11,40,4,2,2,3,5,40,11,6.4,11,11,7,0,1,1,32,2,0.144,15,1.583,15,23,9,4,1,2,0,0,6,9,4,4,8,26,14,12,52,"1 day, 0:45:00",126,0:11:00,82,20,57,56,48,51,49,53,0,0,3:35:00,4:51:00,4:40:00,3:25:00,3:10:00,5:00:00,0:00:00,0:00:00,59,11,40,4,2,2,3,5,40,11,6.4,2023
5433947,away,14871,Balestier Khalsa,16,630,7,3,6,4,360,4,0,0,84,117,339,90,90,270,0,0,12,9,8,0,0,2,26,4,0.158,16.9,1.895,10,18,9,5,4,4,0,0,3,8,5,2,7,19,6,13,48,22:35:00,123,0:11:00,64,12,43,44,52,49,51,47,0,0,2:39:00,3:50:00,5:03:00,3:14:00,3:18:00,4:28:00,0:00:00,0:00:00,42,12,27,5,4,1,2,0,52,17,13.8,12,9,8,0,0,2,26,4,0.158,16.9,1.895,10,18,9,5,4,4,0,0,3,8,5,2,7,19,6,13,48,22:35:00,123,0:11:00,64,12,43,44,52,49,51,47,0,0,2:39:00,3:50:00,5:03:00,3:14:00,3:18:00,4:28:00,0:00:00,0:00:00,42,12,27,5,4,1,2,0,52,17,13.8,2023
5433948,home,14875,Hougang United,16,720,8,3,5,4,270,3,1,0,13,347,270,90,90,38,142,0,4,13,1,0,4,0,22,1,0.339,17.1,1.357,4,9,17,1,0,2,0,2,1,2,1,1,2,19,8,11,39,17:12:00,114,0:09:00,32,5,39,40,40,46,35,33,0,0,2:54:00,2:34:00,4:03:00,2:53:00,1:46:00,2:59:00,0:00:00,0:00:00,26,3,19,3,1,0,0,2,61,37,11,4,13,1,0,4,0,22,1,0.339,17.1,1.357,4,9,17,1,0,2,0,2,1,2,1,1,2,19,8,11,39,17:12:00,114,0:09:00,32,5,39,40,40,46,35,33,0,0,2:54:00,2:34:00,4:03:00,2:53:00,1:46:00,2:59:00,0:00:00,0:00:00,26,3,19,3,1,0,0,2,61,37,11,2023
5433948,away,14868,Tampines Rovers,16,671,7,3,6,4,360,4,0,0,115,336,130,90,90,90,180,0,22,18,14,0,2,1,34,1,0.204,13.5,4.479,20,41,13,6,7,4,0,0,9,18,6,2,12,29,13,16,61,"1 day, 3:23:00",126,0:13:00,86,30,61,60,60,54,65,67,0,0,4:30:00,3:55:00,6:04:00,3:19:00,3:22:00,6:12:00,0:00:00,0:00:00,68,21,49,13,1,1,4,2,30,6,4.1,22,18,14,0,2,1,34,1,0.204,13.5,4.479,20,41,13,6,7,4,0,0,9,18,6,2,12,29,13,16,61,"1 day, 3:23:00",126,0:13:00,86,30,61,60,60,54,65,67,0,0,4:30:00,3:55:00,6:04:00,3:19:00,3:22:00,6:12:00,0:00:00,0:00:00,68,21,49,13,1,1,4,2,30,6,4.1,2023
